Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
476.0,21.0,Male,Sneakers,Footwear,66.0,Ohio,L,Magenta,Summer,2.7,Yes,Cash,Free Shipping,Yes,Yes,18.0,Debit Card,Annually
477.0,21.0,Male,Scarf,Accessories,90.0,Connecticut,M,Magenta,Spring,3.5,Yes,Venmo,Free Shipping,Yes,Yes,2.0,Debit Card,Fortnightly
478.0,42.0,Male,Sweater,Clothing,56.0,North Dakota,M,Green,Summer,3.7,Yes,Credit Card,Free Shipping,Yes,Yes,49.0,Debit Card,Weekly
479.0,35.0,Male,Jewelry,Accessories,43.0,Kansas,XL,Turquoise,Winter,3.2,Yes,Debit Card,Free Shipping,Yes,Yes,48.0,,
480.0,39.0,Male,Handbag,,84.0,Iowa,,Yellow,Winter,3.3,Yes,Bank Transfer,Store Pickup,Yes,Yes,43.0,Venmo,Monthly
481.0,68.0,Male,Hoodie,Clothing,88.0,Vermont,M,Gray,Summer,4.8,Yes,Credit Card,Standard,Yes,Yes,30.0,Debit Card,Bi-Weekly
482.0,46.0,Male,Hat,Accessories,88.0,Wisconsin,L,Peach,Fall,3.2,Yes,PayPal,2-Day Shipping,Yes,Yes,,PayPal,Fortnightly
483.0,41.0,Male,Belt,Accessories,42.0,Connecticut,M,Yellow,Winter,2.5,Yes,PayPal,2-Day Shipping,,Yes,11.0,Venmo,Annually
484.0,23.0,Male,Hoodie,Clothing,73.0,Oklahoma,M,White,Fall,3.9,Yes,Venmo,Store Pickup,Yes,Yes,12.0,Debit Card,Weekly
485.0,68.0,Male,Hat,Accessories,73.0,Missouri,L,Lavender,Summer,4.7,Yes,Credit Card,Free Shipping,Yes,Yes,28.0,Bank Transfer,Quarterly
486.0,48.0,Male,Shoes,Footwear,44.0,Tennessee,S,Blue,Spring,2.6,Yes,Debit Card,Next Day Air,Yes,Yes,36.0,Debit Card,Fortnightly
487.0,38.0,Male,Sandals,Footwear,63.0,New Mexico,M,Charcoal,Fall,2.8,Yes,Debit Card,Store Pickup,Yes,Yes,37.0,Venmo,Every 3 Months
488.0,41.0,Male,Jacket,Outerwear,68.0,Iowa,L,Red,Winter,4.4,Yes,Credit Card,Store Pickup,Yes,Yes,22.0,Credit Card,Quarterly
489.0,58.0,Male,Sweater,Clothing,29.0,Maine,L,Olive,Spring,4.6,Yes,Venmo,Standard,Yes,Yes,32.0,Venmo,Weekly
490.0,49.0,Male,Socks,Clothing,85.0,South Dakota,M,Green,Summer,3.2,Yes,Venmo,Standard,Yes,Yes,40.0,PayPal,Annually
491.0,57.0,Male,Sneakers,Footwear,42.0,Colorado,M,Silver,Winter,4.2,Yes,PayPal,2-Day Shipping,Yes,Yes,47.0,Cash,Monthly
492.0,49.0,Male,Coat,Outerwear,69.0,Vermont,M,Silver,Summer,3.7,,Bank Transfer,2-Day Shipping,Yes,Yes,24.0,Credit Card,Bi-Weekly
493.0,50.0,Male,Shirt,Clothing,62.0,Michigan,M,Black,Fall,3.9,Yes,PayPal,Standard,Yes,Yes,11.0,Debit Card,Weekly
494.0,28.0,Male,Backpack,Accessories,48.0,Nevada,XL,Red,Summer,4.7,Yes,Debit Card,Store Pickup,Yes,Yes,19.0,Cash,Bi-Weekly
495.0,38.0,Male,Boots,Footwear,68.0,Indiana,M,Indigo,Winter,4.5,Yes,PayPal,Express,Yes,Yes,42.0,Debit Card,Weekly
496.0,33.0,Male,Handbag,Accessories,36.0,Michigan,XL,Cyan,Fall,3.3,Yes,Credit Card,Free Shipping,Yes,Yes,6.0,Debit Card,Fortnightly
497.0,30.0,Male,Dress,,63.0,California,S,Maroon,Fall,3.3,Yes,Venmo,Express,Yes,Yes,31.0,Venmo,Fortnightly
498.0,43.0,Male,,Footwear,39.0,Oklahoma,,Silver,Winter,4.6,,Bank Transfer,Free Shipping,Yes,Yes,31.0,Cash,Weekly
499.0,43.0,Male,Boots,Footwear,78.0,Iowa,M,Lavender,Spring,3.6,Yes,PayPal,Free Shipping,Yes,Yes,27.0,Bank Transfer,Monthly
500.0,36.0,,Shoes,Footwear,99.0,Rhode Island,L,Silver,Winter,4.8,,Credit Card,Express,Yes,Yes,24.0,PayPal,Monthly
501.0,36.0,Male,T-shirt,Clothing,31.0,Washington,L,Purple,Fall,4.8,Yes,Bank Transfer,Next Day Air,Yes,Yes,35.0,Venmo,Every 3 Months
502.0,64.0,Male,Boots,Footwear,,Florida,M,Cyan,Spring,2.9,Yes,Debit Card,Next Day Air,Yes,Yes,21.0,Venmo,Annually
503.0,59.0,Male,Pants,Clothing,30.0,South Carolina,S,Cyan,Fall,2.8,Yes,Cash,Express,Yes,Yes,8.0,PayPal,Fortnightly
,55.0,Male,Shoes,Footwear,24.0,West Virginia,M,Lavender,Summer,3.2,Yes,Credit Card,Next Day Air,Yes,Yes,26.0,Bank Transfer,Quarterly
505.0,42.0,Male,Shoes,Footwear,22.0,Missouri,M,Maroon,Winter,3.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,26.0,PayPal,Annually
506.0,61.0,Male,T-shirt,Clothing,63.0,Maine,L,Gray,Spring,4.3,Yes,Credit Card,Express,Yes,Yes,9.0,Cash,Bi-Weekly
507.0,28.0,Male,Scarf,Accessories,40.0,Georgia,M,Olive,Fall,2.7,Yes,Cash,,Yes,Yes,48.0,Debit Card,
508.0,65.0,Male,Shorts,Clothing,20.0,Maine,M,Magenta,Spring,5.0,Yes,Bank Transfer,Store Pickup,Yes,Yes,33.0,Debit Card,Fortnightly
509.0,27.0,Male,Jewelry,Accessories,20.0,Illinois,S,Yellow,Winter,3.7,Yes,Cash,Store Pickup,Yes,Yes,31.0,PayPal,Quarterly
510.0,41.0,Male,T-shirt,Clothing,80.0,Delaware,L,Cyan,Summer,3.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,17.0,Debit Card,Weekly
511.0,21.0,Male,Shirt,Clothing,87.0,West Virginia,M,Teal,Fall,3.9,Yes,Credit Card,2-Day Shipping,Yes,Yes,22.0,Venmo,Annually
512.0,61.0,Male,Shirt,Clothing,46.0,Hawaii,L,Yellow,Fall,3.1,Yes,Debit Card,Free Shipping,Yes,Yes,8.0,PayPal,Annually
13220.850651464512,19.0,Male,Gloves,Accessories,49.0,New York,L,Peach,Winter,3.3,Yes,Credit Card,Next Day Air,Yes,Yes,2.0,Bank Transfer,Monthly
514.0,22.0,Male,Scarf,Accessories,65.0,New Mexico,M,Peach,Fall,3.6,Yes,PayPal,Store Pickup,Yes,Yes,,Venmo,Annually
515.0,64.0,Male,Skirt,Clothing,62.0,Indiana,S,Olive,Winter,4.3,Yes,Debit Card,Standard,Yes,,47.0,PayPal,Quarterly
516.0,28.0,Male,Hat,Accessories,67.0,Kentucky,L,Charcoal,Spring,4.5,Yes,Credit Card,Next Day Air,Yes,Yes,7.0,Cash,Monthly
517.0,34.0,Male,Hoodie,Clothing,41.0,,L,Indigo,Fall,2.8,Yes,Cash,2-Day Shipping,Yes,Yes,19.0,Debit Card,Bi-Weekly
518.0,61.0,Male,Boots,Footwear,49.0,North Dakota,L,Silver,Fall,2.7,Yes,Debit Card,Free Shipping,Yes,Yes,44.0,Cash,Every 3 Months
519.0,24.0,Male,Blouse,Clothing,100.0,Oregon,M,Beige,Fall,2.9,,PayPal,Next Day Air,Yes,Yes,16.0,Venmo,Every 3 Months
520.0,19.0,Male,Belt,Accessories,54.0,Minnesota,L,Blue,Summer,4.4,Yes,Cash,2-Day Shipping,Yes,,17.0,Bank Transfer,Quarterly
521.0,51.0,Male,Sunglasses,Accessories,84.0,South Carolina,M,White,Spring,3.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,20.0,Debit Card,Quarterly
522.0,36.0,Male,Shorts,Clothing,41.0,Vermont,L,Gold,Winter,3.5,Yes,Credit Card,Standard,Yes,Yes,50.0,Bank Transfer,Annually
523.0,65.0,,Gloves,,88.0,Minnesota,M,Blue,Spring,2.5,Yes,PayPal,Store Pickup,Yes,Yes,37.0,Cash,Quarterly
524.0,46.0,Male,Sandals,Footwear,40.0,Delaware,M,Orange,Spring,4.9,Yes,Cash,Express,Yes,Yes,5.0,PayPal,Quarterly
525.0,59.0,Male,Shirt,Clothing,39.0,Pennsylvania,M,Gold,Summer,4.8,Yes,Venmo,Free Shipping,Yes,Yes,44.0,PayPal,Annually
526.0,51.0,Male,Coat,Outerwear,37.0,Iowa,M,Cyan,Spring,3.2,Yes,Credit Card,Next Day Air,Yes,Yes,41.0,Debit Card,Monthly
527.0,51.0,Male,Pants,Clothing,52.0,New Jersey,S,Red,Winter,4.9,Yes,Cash,Standard,Yes,Yes,19.0,Cash,Monthly
528.0,21.0,Male,T-shirt,Clothing,23.0,South Carolina,L,Yellow,Winter,4.3,Yes,Bank Transfer,Next Day Air,Yes,Yes,47.0,Bank Transfer,Every 3 Months
529.0,34.0,Male,Sneakers,Footwear,88.0,Maryland,S,Beige,Winter,3.2,Yes,Venmo,Express,Yes,Yes,40.0,Cash,Annually
530.0,32.0,Male,Shorts,Clothing,84.0,California,M,Orange,,3.7,Yes,Cash,Standard,Yes,Yes,6.0,Credit Card,
531.0,48.0,Male,Coat,Outerwear,,Montana,XL,Magenta,Winter,3.2,,Venmo,Store Pickup,Yes,Yes,25.0,Credit Card,Bi-Weekly
532.0,50.0,Male,Sandals,Footwear,51.0,Vermont,L,Purple,Fall,3.4,Yes,Bank Transfer,Next Day Air,Yes,Yes,42.0,Cash,Weekly
533.0,26.0,Male,Pants,Clothing,76.0,Texas,L,Black,Winter,4.1,Yes,Bank Transfer,Express,Yes,Yes,35.0,Bank Transfer,Every 3 Months
534.0,57.0,Male,Sandals,Footwear,60.0,North Carolina,L,Pink,Spring,4.5,Yes,PayPal,Next Day Air,Yes,Yes,17.0,Debit Card,Weekly
535.0,65.0,Male,Gloves,Accessories,72.0,Florida,L,Pink,Fall,4.5,Yes,Bank Transfer,Next Day Air,Yes,Yes,4.0,PayPal,Quarterly
536.0,56.0,Male,T-shirt,Clothing,45.0,West Virginia,L,Maroon,Spring,3.2,Yes,Credit Card,Free Shipping,Yes,Yes,24.0,Bank Transfer,Weekly
537.0,44.0,Male,Jacket,Outerwear,84.0,Illinois,S,Maroon,Fall,4.4,Yes,,Store Pickup,,Yes,16.0,Debit Card,Every 3 Months
538.0,50.0,Male,Blouse,Clothing,49.0,Virginia,S,Turquoise,Summer,3.0,Yes,Credit Card,Store Pickup,Yes,Yes,14.0,Debit Card,Annually
539.0,27.0,Male,Socks,Clothing,22.0,Virginia,XL,Green,Spring,3.2,Yes,PayPal,Free Shipping,Yes,Yes,43.0,,Weekly
540.0,49.0,Male,Coat,Outerwear,48.0,Wyoming,M,Violet,Winter,4.0,Yes,Cash,Store Pickup,Yes,Yes,49.0,Debit Card,Weekly
541.0,49.0,Male,Dress,Clothing,37.0,South Carolina,M,Lavender,Spring,3.1,Yes,Venmo,Next Day Air,Yes,Yes,33.0,Cash,Every 3 Months
542.0,52.0,Male,Jacket,Outerwear,,Connecticut,L,Gray,Fall,2.8,Yes,Bank Transfer,Next Day Air,Yes,Yes,45.0,Cash,Bi-Weekly
-9329.205532385738,27.0,Male,Boots,Footwear,79.0,Illinois,XL,Teal,Spring,4.6,Yes,Venmo,Next Day Air,Yes,Yes,35.0,Cash,Bi-Weekly
544.0,53.0,Male,Skirt,Clothing,98.0,Alabama,S,Red,Spring,4.3,Yes,Debit Card,Express,Yes,Yes,11.0,Credit Card,Monthly
545.0,34.0,Male,Sandals,Footwear,64.0,Washington,S,Yellow,Summer,3.3,Yes,Cash,Standard,Yes,Yes,30.0,Bank Transfer,Every 3 Months
546.0,33.0,Male,Coat,Outerwear,32.0,Alabama,L,Magenta,Summer,3.5,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,48.0,Debit Card,Annually
547.0,62.0,Male,Hoodie,Clothing,74.0,New Mexico,M,Brown,Winter,3.4,Yes,Cash,Free Shipping,Yes,Yes,45.0,Venmo,Bi-Weekly
548.0,38.0,Male,Jacket,Outerwear,50.0,Nevada,M,Blue,Winter,2.8,Yes,Debit Card,Free Shipping,Yes,Yes,26.0,Venmo,Weekly
549.0,36.0,Male,Backpack,Accessories,,Nebraska,M,,Winter,4.6,Yes,PayPal,Store Pickup,Yes,Yes,41.0,Debit Card,Every 3 Months
550.0,31.0,Male,Backpack,Accessories,29.0,Arizona,S,Olive,Fall,3.6,Yes,Cash,Express,Yes,Yes,37.0,,Bi-Weekly
551.0,62.0,Male,Belt,Accessories,62.0,Georgia,M,Olive,,3.3,Yes,Cash,Store Pickup,Yes,Yes,12.0,PayPal,Weekly
552.0,29.0,,Coat,Outerwear,78.0,Idaho,XL,Green,Fall,3.1,Yes,Venmo,2-Day Shipping,Yes,Yes,27.0,Cash,Bi-Weekly
-9329.205532385738,24.0,Male,,Clothing,94.0,Missouri,M,Peach,Fall,3.5,Yes,Bank Transfer,Express,Yes,Yes,18.0,Bank Transfer,Weekly
554.0,63.0,Male,Sunglasses,Accessories,59.0,Florida,M,White,Winter,3.2,Yes,Venmo,Express,Yes,Yes,15.0,Credit Card,Quarterly
555.0,56.0,Male,Sneakers,,47.0,Minnesota,M,Red,Summer,3.0,Yes,PayPal,Express,Yes,Yes,34.0,Bank Transfer,Weekly
556.0,63.0,Male,Gloves,Accessories,57.0,Maine,M,White,,4.8,Yes,Bank Transfer,Express,Yes,,37.0,Venmo,Annually
557.0,40.0,Male,Coat,Outerwear,90.0,Montana,L,Indigo,Winter,5.0,Yes,Credit Card,Store Pickup,Yes,Yes,21.0,Cash,Fortnightly
558.0,18.0,Male,Shirt,Clothing,60.0,Alaska,M,White,Spring,2.9,Yes,PayPal,Free Shipping,Yes,Yes,31.0,Debit Card,Weekly
559.0,50.0,Male,Sneakers,Footwear,77.0,Iowa,L,Teal,Fall,3.2,Yes,Venmo,Express,Yes,Yes,43.0,Debit Card,Every 3 Months
560.0,66.0,,Scarf,Accessories,41.0,Arizona,M,Indigo,Fall,2.9,Yes,Bank Transfer,Store Pickup,Yes,Yes,22.0,Bank Transfer,Monthly
561.0,25.0,Male,Jewelry,Accessories,48.0,Louisiana,L,Red,Fall,3.3,Yes,PayPal,Free Shipping,Yes,Yes,12.0,Debit Card,Annually
562.0,65.0,,Jacket,,65.0,Alabama,M,Blue,Fall,2.6,,Credit Card,Next Day Air,Yes,Yes,25.0,PayPal,Fortnightly
563.0,53.0,Male,Jeans,Clothing,62.0,Missouri,M,Blue,Summer,3.5,Yes,PayPal,Standard,Yes,Yes,40.0,Debit Card,Annually
564.0,61.0,Male,Shoes,Footwear,99.0,Idaho,M,Black,Fall,4.4,Yes,PayPal,Standard,Yes,Yes,16.0,Debit Card,Quarterly
565.0,67.0,Male,Hoodie,Clothing,58.0,Florida,M,Olive,Winter,3.4,Yes,Cash,Next Day Air,Yes,Yes,30.0,Bank Transfer,Weekly
566.0,59.0,Male,Backpack,Accessories,43.0,Idaho,L,Lavender,Fall,4.2,Yes,Bank Transfer,Store Pickup,Yes,Yes,10.0,Venmo,Weekly
567.0,55.0,Male,Sneakers,Footwear,93.0,Alabama,M,Indigo,Spring,3.6,Yes,PayPal,Store Pickup,Yes,Yes,1.0,Debit Card,Fortnightly
568.0,,Male,Blouse,Clothing,50.0,New Hampshire,S,Red,Winter,3.0,Yes,Venmo,,Yes,Yes,24.0,Venmo,Fortnightly
569.0,44.0,Male,Pants,,88.0,Utah,L,Red,Summer,4.0,Yes,Bank Transfer,Free Shipping,Yes,Yes,36.0,PayPal,Monthly
570.0,65.0,Male,Skirt,Clothing,33.0,Alabama,M,Pink,Fall,4.4,Yes,PayPal,Express,Yes,Yes,46.0,Credit Card,Every 3 Months
571.0,65.0,Male,T-shirt,Clothing,99.0,Iowa,XL,Purple,Fall,4.1,Yes,Credit Card,Standard,Yes,Yes,20.0,Cash,Annually
572.0,54.0,Male,Jacket,Outerwear,76.0,Kentucky,XL,Cyan,Spring,3.6,Yes,Venmo,Free Shipping,Yes,Yes,37.0,Venmo,Weekly
573.0,56.0,Male,Scarf,Accessories,97.0,South Carolina,XL,Cyan,Summer,4.6,Yes,Credit Card,Next Day Air,Yes,Yes,26.0,Bank Transfer,Annually
574.0,58.0,Male,Pants,Clothing,68.0,California,M,Charcoal,Summer,3.2,Yes,Cash,2-Day Shipping,Yes,Yes,23.0,Credit Card,Bi-Weekly
575.0,54.0,Male,Sneakers,Footwear,79.0,Maine,L,Red,Fall,4.8,Yes,PayPal,Free Shipping,Yes,Yes,20.0,Bank Transfer,Bi-Weekly
576.0,58.0,Male,Jeans,Clothing,86.0,Nebraska,M,Peach,Fall,4.8,Yes,,Express,Yes,Yes,38.0,PayPal,Monthly
577.0,48.0,Male,Hat,Accessories,68.0,Washington,M,Black,Winter,5.0,Yes,Venmo,2-Day Shipping,Yes,Yes,5.0,,Every 3 Months
578.0,,Male,Skirt,Clothing,52.0,Alabama,M,Black,Fall,3.7,Yes,PayPal,,Yes,Yes,41.0,Venmo,Annually
579.0,69.0,Male,Sandals,Footwear,90.0,Maine,M,Purple,Fall,4.6,Yes,Debit Card,Next Day Air,Yes,Yes,22.0,Credit Card,Fortnightly
580.0,58.0,Male,Sandals,Footwear,41.0,California,M,Violet,Winter,3.7,Yes,Debit Card,Free Shipping,Yes,Yes,48.0,Credit Card,Annually
581.0,49.0,Male,Sweater,Clothing,80.0,Iowa,M,Orange,Spring,4.1,Yes,PayPal,Free Shipping,Yes,Yes,10.0,PayPal,Weekly
582.0,32.0,,Sweater,Clothing,100.0,Iowa,XL,Charcoal,Winter,2.7,Yes,Credit Card,Store Pickup,Yes,Yes,12.0,Bank Transfer,
583.0,40.0,Male,Jacket,Outerwear,77.0,Colorado,L,Turquoise,Spring,4.9,Yes,Debit Card,Store Pickup,Yes,Yes,2.0,Bank Transfer,Quarterly
584.0,25.0,Male,Shorts,Clothing,78.0,California,L,Yellow,Spring,4.0,Yes,PayPal,Store Pickup,Yes,Yes,38.0,PayPal,Monthly
585.0,70.0,,Socks,Clothing,94.0,Indiana,M,White,Spring,4.7,Yes,PayPal,Free Shipping,Yes,Yes,20.0,,
586.0,69.0,Male,Socks,Clothing,23.0,South Carolina,M,Gray,Fall,2.8,Yes,Credit Card,Next Day Air,Yes,Yes,5.0,Cash,Every 3 Months
587.0,45.0,Male,Hoodie,,,Wisconsin,S,Blue,Winter,4.9,Yes,Venmo,2-Day Shipping,Yes,Yes,9.0,Venmo,Annually
588.0,29.0,Male,Socks,Clothing,86.0,Washington,S,Maroon,Fall,4.2,Yes,PayPal,Express,Yes,Yes,48.0,Debit Card,Every 3 Months
589.0,47.0,Male,Boots,Footwear,60.0,,M,Violet,Fall,3.0,Yes,Debit Card,Standard,Yes,Yes,9.0,Debit Card,Quarterly
13220.850651464512,28.0,Male,Shirt,Clothing,70.0,Minnesota,M,Orange,,3.4,Yes,Debit Card,2-Day Shipping,Yes,Yes,40.0,PayPal,Annually
591.0,64.0,Male,Belt,Accessories,39.0,Alaska,S,Turquoise,Fall,4.6,Yes,Credit Card,Standard,Yes,Yes,30.0,Venmo,Fortnightly
592.0,47.0,Male,Backpack,Accessories,37.0,Kentucky,L,Olive,Fall,4.2,Yes,Credit Card,Store Pickup,Yes,Yes,6.0,Debit Card,Bi-Weekly
593.0,60.0,Male,Boots,Footwear,29.0,North Dakota,M,Brown,Fall,3.2,Yes,Venmo,Free Shipping,Yes,Yes,42.0,Venmo,Every 3 Months
594.0,67.0,Male,Coat,Outerwear,35.0,Alaska,S,Green,Winter,4.4,Yes,Cash,Store Pickup,Yes,Yes,9.0,PayPal,Every 3 Months
595.0,35.0,Male,Hoodie,Clothing,83.0,Oklahoma,S,Brown,Winter,2.5,Yes,Cash,Next Day Air,Yes,Yes,6.0,Debit Card,Monthly
596.0,30.0,Male,Shoes,Footwear,77.0,Delaware,M,Silver,Summer,3.6,Yes,Credit Card,Next Day Air,Yes,Yes,47.0,PayPal,Quarterly
597.0,23.0,Male,Shoes,Footwear,37.0,Montana,XL,White,Summer,4.5,Yes,PayPal,Store Pickup,Yes,Yes,36.0,Venmo,Annually
598.0,70.0,Male,Jewelry,Accessories,69.0,Alaska,L,Gold,Summer,3.4,Yes,Bank Transfer,Standard,Yes,Yes,19.0,Bank Transfer,
599.0,21.0,Male,Dress,Clothing,66.0,California,L,Green,Winter,3.2,Yes,,2-Day Shipping,Yes,Yes,30.0,Cash,Every 3 Months
600.0,51.0,Male,Boots,Footwear,26.0,Massachusetts,L,Teal,Spring,4.2,Yes,Cash,Standard,Yes,Yes,27.0,Debit Card,Every 3 Months
601.0,22.0,Male,Hat,Accessories,63.0,South Carolina,M,Charcoal,Spring,5.0,Yes,Debit Card,2-Day Shipping,Yes,Yes,25.0,Venmo,Monthly
602.0,32.0,Male,Backpack,Accessories,38.0,West Virginia,M,Maroon,Summer,4.7,Yes,Cash,Store Pickup,Yes,Yes,5.0,Cash,Fortnightly
603.0,37.0,Male,Shoes,Footwear,58.0,Oregon,L,Lavender,Summer,4.2,Yes,Venmo,Next Day Air,Yes,Yes,,Cash,Every 3 Months
604.0,31.0,Male,Handbag,Accessories,46.0,Massachusetts,L,,Winter,3.4,Yes,Debit Card,2-Day Shipping,Yes,Yes,26.0,PayPal,Every 3 Months
605.0,44.0,Male,Sunglasses,Accessories,92.0,,S,Pink,,4.4,Yes,Bank Transfer,Store Pickup,Yes,Yes,,,Every 3 Months
606.0,40.0,Male,Hat,Accessories,32.0,California,XL,Charcoal,Winter,4.2,Yes,Debit Card,Standard,Yes,Yes,17.0,Bank Transfer,Weekly
607.0,27.0,Male,Scarf,,90.0,Colorado,M,Blue,Spring,4.5,Yes,Credit Card,Standard,Yes,Yes,44.0,PayPal,Monthly
608.0,47.0,Male,Hoodie,Clothing,23.0,Indiana,L,Purple,Fall,2.8,Yes,PayPal,Next Day Air,Yes,Yes,44.0,Cash,Monthly
609.0,41.0,Male,Backpack,Accessories,25.0,Delaware,S,Gold,Fall,3.3,Yes,Debit Card,Next Day Air,Yes,Yes,,Venmo,Every 3 Months
610.0,51.0,Male,Sweater,Clothing,54.0,Ohio,L,Purple,Fall,4.6,Yes,Cash,Next Day Air,Yes,Yes,49.0,Credit Card,Fortnightly
611.0,53.0,Male,Shorts,Clothing,72.0,Oklahoma,M,Charcoal,Summer,2.5,Yes,Debit Card,Free Shipping,Yes,Yes,27.0,Bank Transfer,Every 3 Months
612.0,43.0,Male,Scarf,Accessories,33.0,California,M,Black,Winter,,Yes,Credit Card,Store Pickup,Yes,Yes,19.0,Cash,Monthly
613.0,67.0,Male,Hat,Accessories,43.0,New Hampshire,L,Lavender,Fall,4.6,Yes,PayPal,Express,Yes,Yes,33.0,Credit Card,Quarterly
614.0,61.0,Male,Coat,Outerwear,51.0,Pennsylvania,L,Lavender,Fall,2.6,Yes,Cash,Standard,Yes,Yes,46.0,Cash,Bi-Weekly
615.0,68.0,Male,Jewelry,Accessories,85.0,Idaho,M,Lavender,Winter,4.0,Yes,Cash,Standard,Yes,Yes,21.0,Credit Card,Bi-Weekly
616.0,67.0,Male,Sandals,Footwear,100.0,Maryland,L,Olive,Summer,2.6,Yes,Debit Card,Next Day Air,Yes,Yes,23.0,Venmo,Annually
617.0,29.0,Male,Gloves,Accessories,72.0,Pennsylvania,L,Teal,Spring,4.6,Yes,Cash,Free Shipping,Yes,Yes,38.0,Credit Card,Every 3 Months
618.0,50.0,Male,Backpack,Accessories,57.0,Colorado,M,Maroon,Fall,2.6,Yes,Debit Card,Standard,Yes,Yes,2.0,Bank Transfer,Quarterly
619.0,61.0,Male,Jacket,Outerwear,94.0,Indiana,L,Cyan,Spring,,Yes,Credit Card,Express,Yes,Yes,21.0,Debit Card,Bi-Weekly
620.0,,Male,Backpack,Accessories,34.0,Nebraska,M,Charcoal,Summer,4.6,Yes,Debit Card,Store Pickup,Yes,Yes,1.0,Debit Card,Every 3 Months
621.0,33.0,Male,Backpack,Accessories,89.0,Rhode Island,M,Black,Fall,3.7,Yes,PayPal,2-Day Shipping,Yes,Yes,10.0,,Every 3 Months
622.0,51.0,Male,Sunglasses,Accessories,27.0,Kansas,S,Red,Fall,4.4,Yes,Debit Card,Store Pickup,Yes,Yes,45.0,Credit Card,Weekly
623.0,69.0,Male,Socks,Clothing,63.0,Georgia,S,Peach,Spring,4.0,Yes,Credit Card,Next Day Air,Yes,Yes,44.0,Bank Transfer,Fortnightly
624.0,19.0,Male,Shoes,Footwear,70.0,Nevada,M,White,Fall,4.7,Yes,Bank Transfer,Standard,Yes,Yes,48.0,PayPal,Bi-Weekly
625.0,55.0,Male,Pants,Clothing,87.0,South Carolina,XL,Pink,Fall,3.4,Yes,Venmo,Express,Yes,Yes,21.0,PayPal,Annually
626.0,49.0,Male,Jewelry,Accessories,79.0,Delaware,M,Red,Fall,4.0,Yes,Venmo,Next Day Air,Yes,Yes,1.0,Venmo,Weekly
627.0,31.0,,Sunglasses,Accessories,79.0,New Hampshire,M,Indigo,Spring,3.9,Yes,Credit Card,Standard,Yes,Yes,10.0,Venmo,Annually
628.0,42.0,Male,Sandals,Footwear,44.0,Oregon,L,Black,Winter,4.1,Yes,Venmo,Express,Yes,Yes,24.0,PayPal,Monthly
629.0,69.0,Male,Sweater,Clothing,85.0,Massachusetts,M,White,Fall,3.7,Yes,Venmo,2-Day Shipping,Yes,Yes,29.0,Credit Card,
630.0,26.0,Male,Shoes,Footwear,90.0,Vermont,L,Beige,Spring,4.7,Yes,Bank Transfer,Standard,Yes,Yes,11.0,Debit Card,Annually
631.0,41.0,Male,Jewelry,Accessories,,Mississippi,S,Silver,Fall,4.3,Yes,Cash,2-Day Shipping,Yes,Yes,33.0,Debit Card,Annually
632.0,55.0,Male,Boots,Footwear,68.0,Washington,S,Violet,Summer,4.1,Yes,Venmo,Store Pickup,Yes,Yes,27.0,Cash,Fortnightly
13220.850651464512,35.0,Male,Backpack,Accessories,51.0,Wyoming,M,Red,Winter,3.9,Yes,Venmo,Next Day Air,Yes,Yes,19.0,Venmo,Fortnightly
634.0,66.0,Male,Sandals,Footwear,33.0,Minnesota,M,Orange,Spring,2.9,Yes,Bank Transfer,Express,Yes,Yes,50.0,Debit Card,Quarterly
635.0,36.0,Male,Sneakers,Footwear,60.0,Ohio,M,Teal,Summer,3.9,Yes,Bank Transfer,Standard,Yes,Yes,46.0,PayPal,Weekly
636.0,27.0,Male,Hoodie,Clothing,59.0,South Carolina,M,Brown,Fall,4.3,Yes,PayPal,2-Day Shipping,Yes,Yes,28.0,Cash,Quarterly
637.0,,Male,Handbag,Accessories,30.0,Wisconsin,M,Indigo,Summer,2.8,Yes,Cash,Store Pickup,Yes,Yes,14.0,Bank Transfer,Every 3 Months
638.0,21.0,Male,Sweater,Clothing,20.0,Tennessee,M,Cyan,Winter,3.4,Yes,Cash,2-Day Shipping,Yes,Yes,46.0,Cash,Fortnightly
639.0,53.0,Male,Sandals,Footwear,20.0,Maryland,S,Blue,Summer,2.7,Yes,Venmo,Express,Yes,Yes,41.0,PayPal,
13220.850651464512,,Male,Dress,Clothing,24.0,Mississippi,L,Olive,Spring,4.0,Yes,Credit Card,2-Day Shipping,Yes,Yes,50.0,Credit Card,Annually
641.0,53.0,Male,Skirt,Clothing,88.0,,M,Gray,Summer,4.4,Yes,Debit Card,Store Pickup,Yes,Yes,28.0,Debit Card,Fortnightly
642.0,47.0,Male,Blouse,Clothing,78.0,Alaska,M,Red,Winter,3.9,Yes,Venmo,2-Day Shipping,Yes,Yes,23.0,Credit Card,Every 3 Months
